CODIGO,DESCRIPCIÓN,PRECIO UNITARIO B/.,EXISTENCIA ALMACÉN CDPA MAYO 2024,EXISTENCIA ALMACÉN CDDI MAYO 2024,EXISTENCIA ALMACÉN CDCH MAYO 2024,MONTO DE EXISTENCIAS MAYO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES MAYO 2024,EXISTENCIA ALMACÉN CDPA JUNIO 2024,EXISTENCIA ALMACÉN CDDI JUNIO 2024,EXISTENCIA ALMACÉN CDCH JUNIO 2024,MONTO DE EXISTENCIAS JUNIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JUNIO 2024,EXISTENCIA ALMACÉN CDPA JULIO 2024,EXISTENCIA ALMACÉN CDDI JULIO 2024,EXISTENCIA ALMACÉN CDCH JULIO 2024,MONTO DE EXISTENCIAS JULIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JULIO 2024,EXISTENCIA ALMACÉN CDPA AGOSTO 2024,EXISTENCIA ALMACÉN CDDI AGOSTO 2024,EXISTENCIA ALMACÉN CDCH AGOSTO 2024,MONTO DE EXISTENCIAS AGOSTO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES AGOSTO 2024,EXISTENCIA ALMACÉN CDPA SEPTIEMBRE  2024,EXISTENCIA ALMACÉN CDDI SEPTIEMBRE 2024,EXISTENCIA ALMACÉN CDCH SEPTIEMBRE 2024,MONTO DE EXISTENCIAS SEPTIEMBRE EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES SEPTIEMBRE 2024
102013701,"ANTAGONISTAS DE RECEPTORES 5-HT3: ONDANSETRÓN CLORHIDRATO 2mg/ml, solución, I.V., o TROPISETRÓN 1mg/ml, solución,I.V., o GRANISETRÓN 1mg/ml, solución, I.V.       ",0.509,17487,1740,6580,13135.763,25807,3764,381,0,2109.805,4145,635,0,0,323.215,635,327,0,0,166.443,327,46,0,0,23.414,46
102013801,"OLIGOELEMENTOS o ELEMENTOS TRAZAS PARA PEDIATRÍA CON ZINC, COBRE, MANGANESO, solución, I.V.  ",2.6,456,0,0,1185.6,456,436,0,0,1133.6,436,436,0,0,1133.6,436,13032,650,2500,42073.2,16182,218,0,0,566.8,218
102013901,"ATRACURIO BESILATO 10mg/ml, solución, I.V.",1,8726,2635,3890,15251,15251,19326,250,1585,21161,21161,26196,475,480,27151,27151,12770,300,2642,15712,15712,1087,450,1320,2857,2857
102014001,"BENCILPENICILINA SÓDICA 1,000,000UI, polvo liofilizado, I.V. ",0.58,114957,3493,23670,82429.6,142120,28600,50,4366,19149.28,33016,24484,200,4046,16663.4,28730,274462,3900,29100,178327.96,307462,4890,580,1468,4024.04,6938
102014101,"BENCILPENICILINA PROCAÍNICA 600,000 – 800,000UI, con o sin BENCILPENICILINA cristalina SÓDICA o POTÁSICA, polvo liofilizado, I.M. ",0.3,541308,25280,50550,185141.4,617138,398216,280,11350,122953.8,409846,480016,2300,17800,150034.8,500116,6660,130,2250,2712,9040,144854,1100,9900,46756.2,155854
102014501,"VASOPRESINA ACUOSA 10U/0.5ml, solución, S.C., I.M., I.V.",4,16280,120,4200,82400,20600,12920,260,3000,64720,16180,9710,180,2400,49160,12290,158883,20600,21974,805828,201457,3880,100,1500,21920,5480
102014901,"POTASIO CLORURO 2mEq/ml, solución, I.V.",0.44,416542,9958,30820,201220.8,457320,315991,3317,10030,144908.72,329338,279576,14900,2194,130534.8,296670,9070,2685,10570,9823,22325,81217,10710,12150,45793.88,104077
102016401,"NEOSTIGMINA METILSULFATO 0.5mg/ml, solución, I.M., I.V., S.C.",1.31,0,0,0,0,0,11000,0,0,14410,11000,31080,2495,5670,51410.95,39245,165992,14225,15555,256461.32,195772,2180,1580,4380,10663.4,8140
102017101,"METILPREDNISOLONA ACETATO o TRIAMCINOLONA ACETONIDO o DIACETATO: 40mg/ml, solución, Intramuscular; Intraarticular, Tejidos Blandos e Intralesional.",2.26,87204,4905,4880,219195.14,96989,294626,10170,12130,716252.76,316926,273256,13290,10125,670476.46,296671,67928,6800,13120,198536.48,87848,91988,5400,6528,234850.16,103916
102017401,"SODIO CLORURO, al 0.9%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 500ml.",0.64,846073,93326,300081,793267.2,1239480,409468,22246,170600,385480.96,602314,293256,27760,70640,250659.84,391656,84349,1700,14360,64261.76,100409,681,0,0,435.84,681
102017602,"SODIO CLORURO, al 0.9%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 1,000ml.",0.83,508629,37240,23180,472310.67,569049,268100,3480,15440,238226.6,287020,167268,3300,18280,156743.84,188848,13827,16074,2058,26525.97,31959,35664,1180,6080,35626.92,42924
102018101,"SODIO BICARBONATO 7.5%, solución hipertónica, I.V.",1.75,81078,30332,3864,201729.5,115274,54400,22452,0,134491,76852,42209,22032,854,113916.25,65095,3639,400,770,8415.75,4809,4218,10276,2000,28864.5,16494
102019001,"SODIO CLORURO 20-25%, solución hipertónica, I.V.",14.999,32478,2427,6230,616983.865,41135,24462,330,86,373145.122,24878,15652,400,400,246763.548,16452,10410,11370,8500,454169.72,30280,0,200,0,2999.8,200
102019101,"HIDROCORTISONA SUCCINATO SÓDICO 50mg/ml, polvo liofilizado, I.M., I.V.",1.069,98220,17760,8440,133004.98,124420,58910,10720,6700,81596.77,76330,42830,11000,14190,72713.38,68020,694269,10300,6546,760181.935,711115,2256,5870,2760,11637.134,10886
102020101,"OXITOCINA SINTÉTICA 5-10UI/ml, solución, I.V.",0.139,495884,7400,30676,74220.44,533960,670592,11000,9648,96082.36,691240,721504,10400,5963,102563.513,737867,3,0,0,0.417,3,442946,5500,6459,63231.795,454905
102022701,"CIANOCOBALAMINA 1,000mcg/ml, solución, I.M.",0.158,66105,2000,19960,13914.27,88065,7564,100,800,1337.312,8464,4,0,0,0.632,4,63485,6450,11498,12866.414,81433,1,0,0,0.158,1
102023801,"AMPICILINA SÓDICA 1g, polvo liofilizado, I.M., I.V.",0.179,34300,17750,65850,21104.1,117900,15240,12700,48046,13601.494,75986,111890,8950,32900,27519.46,153740,0,0,0,0,0,21750,950,9848,5826.092,32548
102023901,"BIPERIDENO LACTATO 5mg/ml, solución, I.M., I.V.",2.03,6845,170,10,14260.75,7025,10,145,13,341.04,168,5,15,0,40.6,20,760,0,0,1542.8,760,0,0,0,0,0
102025001,"VINBLASTINA SULFATO 10mg, polvo liofilizado, I.V.",38.93,1760,0,0,68516.8,1760,1480,0,0,57616.4,1480,1170,0,0,45548.1,1170,19022,0,0,740526.46,19022,555,0,0,21606.15,555
102026001,"CITARABINA 100mg, polvo liofilizado,   I.V.     ",7.66,36868,0,808,288598.16,37676,27496,0,664,215705.6,28160,27096,0,348,210221.04,27444,0,0,0,0,0,11108,0,240,86925.68,11348
102026801,"LIGNOCAÍNA (LIDOCAÍNA) 2%, con preservativo, solución, I.M., I.V.",1.189,0,0,0,0,0,0,0,0,0,0,2762,0,0,3284.018,2762,3585,3410,615,9048.29,7610,43644,0,0,51892.716,43644
102027801,"MEDROXIPROGESTERONA, larga acción, 150mg/ml, solución, I.M.",2.96,25385,4752,6804,109345.36,36941,15468,4645,270,60333.68,20383,10708,5260,150,47709.28,16118,59222,9700,26090,281235.52,95012,684,1210,0,5606.24,1894
102030701,"FENTANILO 0.05mg/ml, I.M., I.V. (Control Narcóticos).     ",0.499,765076,93800,125450,491178.674,984326,184257,75700,88930,174094.613,348887,103448,53450,77120,116774.982,234018,432947,9040,42030,241524.483,484017,159196,30000,16840,102811.964,206036
102031702,"FUROSEMIDA 10mg/ml, solución,  I.M., I.V.",0.11,779893,38527,238030,116209.5,1056450,692716,7797,113170,89505.13,813683,682564,4511,100320,86613.45,787395,303,0,0,33.33,303,234111,6145,2290,26680.06,242546
102032401,"ATROPINA SULFATO 1mg/ml, solución,  S.C., I.M., I.V.   ",0.52,404,0,0,210.08,404,404,0,0,210.08,404,404,0,0,210.08,404,940,4295,5870,5774.6,11105,101,0,0,52.52,101
102033301,"GENTAMICINA SULFATO 40mg/ml, solución, I.M., I.V.   ",0.17,27310,15529,14690,9779.93,57529,15752,13794,10160,6750.02,39706,7164,6936,9460,4005.2,23560,0,60,0,10.2,60,0,595,0,101.15,595
102037201,"KETAMINA 50mg/ml, solución, I.M., I.V.",3.14,1255,1652,20,9190.78,2927,0,465,0,1460.1,465,67,230,0,932.58,297,280,0,300,1821.2,580,0,0,0,0,0
102037401,"CICLOFOSFAMIDA 500mg–1g,  polvo liofilizado, I.V.",8.88,3220,40,710,35253.6,3970,3070,12,340,30387.36,3422,1745,3,450,19518.24,2198,1600,1636,6618,87503.52,9854,0,0,200,1776,200
102037601,"MANITOL 20%, solución para Infusión Intravenosa, con equipo adaptable desechable I.V., (con filtro).",0.75,15828,2307,9097,20424,27232,5251,2427,10054,13299,17732,6163,2220,9356,13304.25,17739,49861,2319,2011,40643.25,54191,872,1037,4240,4611.75,6149
102040101,"HALOPERIDOL 5mg/ml, solución,  I.M.",0.758,16761,4600,1070,17002.698,22431,2490,2800,598,4463.104,5888,1238,2874,0,3116.896,4112,18218,645,6784,19440.426,25647,14292,3131,2000,14722.634,19423
102041301,"HIDRALAZINA CLORHIDRATO 20mg/ml, polvo o solución, I.M., I.V.",8.63,31899,1490,14070,409571.17,47459,25684,805,10234,316919.49,36723,27561,620,9658,326550.57,37839,326510,4000,41400,3209583.3,371910,12326,350,4300,146502.88,16976
102041901,"OXACILINA SÓDICA 1g, polvo liofilizado, I.V.",0.21,426900,15400,49400,103257,491700,344800,2000,1800,73206,348600,288700,5300,39300,69993,333300,4036,0,0,847.56,4036,184760,2800,15800,42705.6,203360
102042601,"DACARBAZINA CITRATO  200mg, polvo liofilizado, I. V.",6.77,5371,0,6500,80366.67,11871,5724,0,105,39462.33,5829,6151,0,140,42590.07,6291,25704,1110,5760,220525.98,32574,3104,0,60,21420.28,3164
102043901,"AMIKACINA SULFATO 250 MG/ML, solución, I.M., I.V.                                                                                                                  ",1.6,54661,5821,15400,121411.2,75882,43336,2768,11700,92486.4,57804,38281,2417,11520,83548.8,52218,0,0,0,0,0,10941,0,0,17505.6,10941
102044201,"BUPIVACAÍNA CLORHIDRATO 0.5%, solución, Vía Parenteral.",1.55,14872,450,1800,26539.1,17122,5472,150,0,8714.1,5622,1979,195,0,3369.7,2174,11104,2850,2550,25581.2,16504,100,0,0,155,100
102044501,"DICLOFENACO SÓDICO 25mg/ml, solución, I.M. o I.M./I.V.",0.08,8573,234,140,715.76,8947,2810,0,0,224.8,2810,11134,0,0,890.72,11134,5720,2937,3000,932.56,11657,60,0,0,4.8,60
102045001,"AMINOÁCIDOS CRISTALINOS al 10%, solución, 500ml, I.V.",5.88,9361,4110,6000,114489.48,19471,9160,3960,5200,107721.6,18320,10049,3956,4500,108809.4,18505,9895,560,815,66267.6,11270,13640,1918,2000,103241.04,17558
102045101,"DOPAMINA CLORHIDRATO 4050mg/ml, solución,  I.V.",1.25,9290,435,55,12225,9780,17115,470,80,22081.25,17665,15595,660,500,20943.75,16755,1382,90,112,1980,1584,4680,360,870,7387.5,5910
102045401,"VERAPAMILO CLORHIDRATO 5mg, solución, I.V.",3.54,6698,1080,225,28330.62,8003,5951,432,0,22595.82,6383,4104,45,811,17558.4,4960,0,0,0,0,0,5,0,0,17.7,5
102045801,"MITOMICINA 5mg, polvo liofilizado, I.V.",20.75689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,10274.66055,495
102045901,"CARMUSTINA 100mg, polvo liofilizado, I.V.",438.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677712,10900,38700,319195417.4,727312,0,0,0,0,0
102047001,"DIPIRONA CON SALES MAGNÉSICAS 2g/5ml, solución, I.M., I.V.",0.54,1705359,93862,293700,1130177.34,2092921,1328992,6807,107300,779273.46,1443099,1114971,17110,78600,653767.74,1210681,0,0,0,0,0,358893,9700,3200,200768.22,371793
102047601,"FENITOÍNA SÓDICA 50mg/ml, solución,  I.V. ",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12635,134,0,255.38,12769,29398,0,4490,677.76,33888
102048101,"AMINOFILINA 25mg/ml, solución,  I.V. ",0.4,8568,404,160,3652.8,9132,17072,373,0,6978,17445,16997,321,0,6927.2,17318,21566,5924,15732,17288.8,43222,8352,0,0,3340.8,8352
102048201,"ADRENALINA CLORURO (EPINEFRINA) 1:1,000, 1mg/ml, solución, 1ml, S.C. I.M. I.V.",0.45,94875,15619,34207,65115.45,144701,56138,9632,22986,39940.2,88756,63367,8472,21774,42125.85,93613,0,0,0,0,0,29474,2185,9715,18618.3,41374
102048301,"ISOPROTERENOL 0.2mg/ml, solución, I.V.",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,74,0,34386,1563,0,0,0,0,0
102048601,"PROPRANOLOL CLORHIDRATO 1mg/ml, solución, I.V.",10.97,2705,295,860,42344.2,3860,1287,5,0,14173.24,1292,219,28,0,2709.59,247,270,40,0,3400.7,310,1192,111,0,14293.91,1303
102048801,"ACETILCOLINA CLORURO 1:100 o CARBACOL 0.01%, solución estéril, Vía Oftálmica.",28,642,0,60,19656,702,488,0,24,14336,512,416,60,0,13328,476,0,0,0,0,0,0,0,0,0,0
102049301,"DIGOXINA 0.25mg/ml, solución, I.V. ",3.59,1481,528,672,9624.79,2681,0,0,0,0,0,0,0,0,0,0,102,0,0,366.18,102,4,0,0,14.36,4
102051901,"ALBÚMINA HUMANA POBRE EN SODIO 10g/50ml (20%) ó 12.5g/50ml (25%), solución,  I.V.",23,11943,2720,2680,398889,17343,14660,0,2205,387895,16865,862,0,0,19826,862,0,0,0,0,0,34,0,0,782,34
102052401,"DIMENHIDRINATO 10mg/ml, solución, I.V.",1.42,90,0,14360,20519,14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102052601,"FITOMENADIONA (VITAMINA K) 10mg/ml, solución, I.M., I.V.",0.98,199,119,220,527.24,538,0,0,0,0,0,0,0,0,0,0,0,6,0,5.88,6,0,0,0,0,0
102053001,"AMINOCAPRÓICO ÁCIDO 250mg/ml, solución, I.V.",35,660,58,2658,118160,3376,900,32,0,32620,932,0,32,0,1120,32,23400,21100,10100,1911000,54600,180,0,0,6300,180
102053201,"HEPARINA SÓDICA 5,000UI/ml, solución, I.V., S.C. ",3.07,116065,15800,12990,444704.85,144855,64064,0,50,196829.98,64114,95300,21600,0,358883,116900,13652,154,165,42890.97,13971,131150,12400,12990,480577.8,156540
102053501,"PROTAMINA CLORHIDRATO o SULFATO 10mg/ml ó 1,000U/ml, solución, I.V.",9.52,23936,475,90,233249.52,24501,22436,324,50,217151.2,22810,19236,252,220,187620.16,19708,7105,62,180,69943.44,7347,9035,56,110,87593.52,9201
102053901,"METOTREXATE 25mg/ml, solución isotónica parenteral libre de preservativos, I.M., I.T., I.V.",5.714,7220,379,0,43420.686,7599,4000,245,0,24255.93,4245,9590,194,0,55905.776,9784,0,0,0,0,0,2640,50,50,15656.36,2740
102054301,"VINCRISTINA SULFATO 1mg, polvo liofilizado o solución, I.V.  ",11.34,0,0,174,1973.16,174,0,0,0,0,0,0,0,0,0,0,4165,22,170,49408.38,4357,0,0,0,0,0
102055301,"ANFOTERICINA B 50mg, polvo liofilizado, I.V.",5.19,8420,364,1290,52284.06,10074,6220,328,360,35852.52,6908,6060,272,360,34731.48,6692,339760,9280,47600,2058561.6,396640,2345,80,235,13805.4,2660
102055501,"CEFALOTINA SÓDICA 1g, polvo liofilizado, I.V.",0.69,532630,18500,36700,405602.7,587830,454520,16600,10000,331972.8,481120,389510,13300,21500,292773.9,424310,6345,1412,1040,6069.93,8797,310720,3030,19900,230218.5,333650
102059001,"SUERO ANTIOFÍDICO, POLIVALENTE, (QUE INCLUYE ANTI-B  ASPER/ATROX), CON ANTILAQUÉSICO, solución, vial, 10ml, I.V.",41.48,7184,2312,4490,580139.28,13986,6690,2140,1340,421851.6,10170,10800,2078,180,541645.84,13058,20505,1105,420,913804.4,22030,5430,628,1490,313091.04,7548
102059401,"DIAZEPAM 5mg/ml, solución, I.M., I.V.",1.42,72245,611,531,104209.54,73387,28566,985,0,41962.42,29551,19398,1490,54,29737.64,20942,3755,45,240,5736.8,4040,7026,715,0,10992.22,7741
102059601,"SUXAMETONIO (SUCCINILCOLINA) CLORURO 50mg/ml, polvo liofilizado, I.V.",13.08,4178,140,1055,70278.84,5373,2900,350,180,44864.4,3430,2025,210,360,33942.6,2595,80,0,50,1700.4,130,2280,75,40,31326.6,2395
102060101,"CISPLATINO 10mg, polvo liofilizado o solución, I.V.",6.98,541,0,110,4543.98,651,2439,0,0,17024.22,2439,1959,0,0,13673.82,1959,119165,10575,7996,961397.28,137736,0,0,0,0,0
102060301,"CLINDAMICINA FOSFATO 150mg/ml, solución, I.M., I.V.",0.32,114901,53569,18973,59981.76,187443,90419,25900,1400,37670.08,117719,174520,16500,9650,64214.4,200670,13981,11356,8651,10876.16,33988,61967,2525,16792,26010.88,81284
102061601,"METILPREDNISOLONA SUCCINATO SÓDICO 500mg polvo liofilizado o solución, I.V.",3.63,49700,25361,19630,343728.33,94691,40108,18468,10517,250807.59,69093,32648,16048,6530,200470.38,55226,633,144,72,3081.87,849,2529,5959,3599,43875.81,12087
102062401,"SALINA BALANCEADA, solución estéril, Uso Intraocular.",9,4187,24,104,38835,4315,2188,48,64,20700,2300,1420,94,24,13842,1538,9156,1904,24962,324198,36022,211,48,48,2763,307
102062501,"CEFTRIAXONA SÓDICA 500mg, polvo liofilizado, con diluyente lidocaína 1%, I.M.",2.17,2566,26604,18539,103528.53,47709,0,1906,1744,7920.5,3650,112592,3248,1976,255660.72,117816,205932,0,0,446872.44,205932,160,872,13860,32315.64,14892
102062701,"CEFTRIAXONA SÓDICA 1g, polvo liofilizado, I.V.",0.288,165630,7372,1720,50319.936,174722,27080,3776,0,8886.528,30856,132934,1590,0,38742.912,134524,38180,0,0,10995.84,38180,128594,0,4800,38417.472,133394
102062801,"CEFOXITINA SÓDICA 1g, polvo liofilizado, I.V.",1.419,13440,12150,20750,65756.46,46340,20330,4380,16600,58618.89,41310,54420,3680,16350,105644.55,74450,13960,400,380,20916.06,14740,33518,1100,0,49122.942,34618
102063001,"DOBUTAMINA 250mg, solución, I.V.",2.73,24830,710,5450,84602.7,30990,19880,320,1930,60414.9,22130,19846,360,775,57278.13,20981,112988,3300,6900,336303.24,123188,4976,5,215,14185.08,5196
102063201,"VANCOMICINA 500mg, polvo liofilizado, I.V.      ",0.879,19300,20200,12400,45620.1,51900,5410,350,0,5063.04,5760,9800,1310,0,9765.69,11110,1485,0,0,1305.315,1485,2092,3400,11000,14496.468,16492
102064001,"ASPARAGINASA 10,000UI, polvo  liofilizado, I.V.",66.5,1165,0,40,80132.5,1205,2140,0,30,144305,2170,2060,0,0,136990,2060,0,0,0,0,0,653,0,0,43424.5,653
102064701,"ETOPÓSIDO 20mg/ml, solución, I.V.",5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76373,31697,8950,597972.2,117020,0,0,0,0,0
102066301,"CEFOTAXIMA 1g, polvo liofilizado, I.V.",0.284,105140,300,70900,50080.56,176340,53411,2199,8250,18136.24,63860,173804,27096,2640,57805.36,203540,75269,12070,5040,26235.636,92379,27142,13738,3100,12490.32,43980
102066801,"MORFINA CLORHIDRATO o SULFATO 10mg/ml, solución, S.C., I.M., I.V.",0.383,36927,22880,7480,25770.921,67287,1858,6540,700,3484.534,9098,29550,11840,0,15852.37,41390,115040,19745,20250,59378.405,155035,33660,3700,9960,18123.56,47320
102069001,"METRONIDAZOL 500mg, solución, I.V.",0.34,153516,17700,51764,75813.2,222980,219708,35800,21100,94046.72,276608,232720,27850,0,88593.8,260570,0,0,0,0,0,103080,19190,11200,45379.8,133470
102069501,"INDOMETACINA SÓDICA 1mg, polvo liofilizado o solución, I.V.",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,20,400,1330000,5320,0,0,0,0,0
102070601,"EMULSIÓN DE LÍPIDOS DE CUARTA GENERACIÓN: ACEITE DE SOYA 40-60g/1000ml, TRIGLICÉRIDOS DE CADENA MEDIA 40-60g/1000ml, ACEITE DE OLIVA 40-60g/1000ml, ACEITE DE PESCADO RICO EN OMEGA-3 20-30g/1000ml, bolsa plástica o frasco, 500ml, I.V.",35,4365,10,540,172025,4915,2100,0,200,80500,2300,3200,20,200,119700,3420,21789,16000,13980,1811915,51769,2710,90,0,98000,2800
102072101,"CEFTAZIDIMA 1g, polvo liofilizado, I.M., I.V.",0.687,110518,26450,27780,113181.876,164748,76552,20050,12800,75159.174,109402,56152,16850,7560,55346.094,80562,15414,2090,4150,14876.298,21654,49345,16500,12020,53493.255,77865
102072301,"INSULINA NPH (HUMANA) 100UI/ml, suspensión, S.C. ",3.64,278717,5370,24540,1123402.28,308627,138692,420,4090,521255.28,143202,67032,2840,10030,290843.28,79902,510,0,0,1856.4,510,51882,880,5040,210399.28,57802
102072401,"INSULINA REGULAR (HUMANA) 100UI/ml,  solución, S.C., I.V.",3.8,59605,6340,4940,269363,70885,2344,1220,570,15709.2,4134,803,0,0,3051.4,803,12525,1620,960,57399,15105,186,0,0,706.8,186
102072601,"INMUNOGLOBULINA 5-10g, polvo liofilizado o solución, I.V.",367,16419,961,1790,7035390,19170,12800,1800,260,5453620,14860,17115,2240,0,7103285,19355,90939,18408,14400,45415149,123747,7150,640,0,2858930,7790
102073001,"PROPOFOL 10mg/ml, emulsión, I.V.",1.18,46970,13235,14430,88069.3,74635,183416,4320,8930,232065.88,196666,153572,32324,5760,226154.08,191656,560,60,3558,4930.04,4178,29506,8322,5400,51009.04,43228
102073301,"ACICLOVIR 25mg/ml, polvo liofilizado, I.V.",2.19,26905,100,6410,73178.85,33415,9920,80,1300,24747,11300,4770,50,2790,16665.9,7610,393383,44000,28490,1020261.87,465873,80,0,1358,3149.22,1438
102073401,"ERITROPOYETINA 2,000UI, solución, polvo liofilizado, S.C., I.V.",1.64,882160,66490,12150,1575712,960800,100897,10600,25660,224937.48,137157,17740,0,4760,36900,22500,1248,0,0,2046.72,1248,138776,12000,28980,294799.84,179756
102073501,"IFOSFAMIDA 1g, polvo liofilizado,  I.V.",11.25,1826,0,5,20598.75,1831,1816,0,0,20430,1816,1740,0,0,19575,1740,6675,0,0,75093.75,6675,602,0,40,7222.5,642
102073601,"MESNA 100mg/ml, solución, I.V.",3.73,8225,0,160,31276.05,8385,8060,0,160,30660.6,8220,9131,0,120,34506.23,9251,21660,11080,0,122120.2,32740,4000,0,0,14920,4000
102073701,"MIDAZOLAM 5mg/ml, solución, I.V.",0.69,112467,9792,13500,93673.71,135759,5377,9860,0,10513.53,15237,82,6495,0,4538.13,6577,0,0,0,0,0,17574,21760,10000,34040.46,49334
102074001,"LEUCOVORINA CÁLCICA (ACIDO FOLÍNICO) 50mg, polvo liofilizado o solución, I.M., I.V.",4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,1818.9,387,0,0,0,0,0
102074201,"FACTOR VIII ANTIHEMOFÍLICO HUMANO DE ORIGEN PLASMÁTICO CON O SIN FACTOR DE VON WILLEBRAND, con doble inactivación viral o inactivación viral y eliminación viral 250-1,000UI, solución o polvo, vial,  I.V.       (vial x 500ui)",60.25,2022,916,1500,267389.5,4438,0,467,50,31149.25,517,0,516,0,31089,516,2401,389,190,179545,2980,4955,148,0,307455.75,5103
102074301,"GLICERIL TRINITRATO (NITROGLICERINA) 5mg/ml, solución, I.V.",7.45,3853,636,440,36721.05,4929,2204,452,420,22916.2,3076,4244,402,280,36698.7,4926,200,0,0,1490,200,954,316,320,11845.5,1590
102074401,"COMPLEJO PROTROMBÍNICO, con un mínimo de 200UI de FACTOR IX, solución o polvo liofilizado, I.V.  ",144.5,166,0,0,23987,166,0,0,0,0,0,0,0,0,0,0,28855,261,2940,4632092,32056,0,0,0,0,0
102075001,"CARBAPENEM: IMIPENEM 500mg con CILASTATINA 500mg, polvo liofilizado, I.V.",2.4,26101,348,7328,81064.8,33777,29368,348,3320,79286.4,33036,42290,348,2320,107899.2,44958,2859,0,0,6861.6,2859,18530,174,1960,49593.6,20664
102075301,"GANCICLOVIR 500mg, polvo liofilizado, I.V.",57,2560,0,0,145920,2560,4392,0,0,250344,4392,3912,0,0,222984,3912,1536,12,0,88236,1548,1726,0,0,98382,1726
102075401,"SURFACTANTE PULMONAR: COLFOSCERILO PALMITATO o FOSFOLÍPIDO 100-240mg, suspensión, Vía Endotraqueal.",147.72,2373,18,15,355414.32,2406,2048,16,0,304894.08,2064,2048,16,0,304894.08,2064,15,230,0,36191.4,245,395,0,0,58349.4,395
102075501,"NIMODIPINA 10mg/50ml, solución, I.V.",6,2460,405,1086,23706,3951,0,320,116,2616,436,5,320,0,1950,325,0,0,0,0,0,0,140,0,840,140
102075601,"OCTREOTIDE 0.1mg, solución, I.V., S.C.",2.88,8860,480,390,28022.4,9730,0,0,190,547.2,190,0,0,0,0,0,0,0,0,0,0,9460,0,280,28051.2,9740
102075701,"SODIO CLORURO, 0.9%,  solución, envase plástico (bolsa o frasco), 3,000ml, I.V.",4.812,3332,2176,440,28621.776,5948,0,0,0,0,0,0,0,0,0,0,3497,280,345,19835.064,4122,0,0,0,0,0
102075901,"FLUMAZENIL 0.1mg/ml, solución, I.V.",3.65,6800,370,210,26937,7380,4162,180,310,16979.8,4652,6951,240,0,26247.15,7191,1008,0,0,3679.2,1008,1162,100,0,4606.3,1262
102076101,"CARBOPLATINO 150mg,  polvo liofilizado o solución, I.V.",35,2087,0,0,73045,2087,1384,0,150,53690,1534,1364,0,90,50890,1454,1212,0,0,42420,1212,615,0,0,21525,615
102076401,"INMUNOGLOBULINA 2.5-3g, polvo liofilizado o solución,  I.V.   ",183.5,1980,0,0,363330,1980,1596,0,0,292866,1596,1616,0,0,296536,1616,137878,33780,54890,41571558,226548,808,0,0,148268,808
102077101,"CIPROFLOXACINA LACTATO 200mg, solución, I.V.",0.37,95488,15720,67790,66229.26,178998,13044,11460,14840,14557.28,39344,124564,50560,8180,67822.48,183304,16660,1080,1480,7111.4,19220,138223,14360,45780,73394.31,198363
102077201,"FLUCONAZOL 2mg/ml, solución, I.V.",0.94,0,255,0,239.7,255,0,0,0,0,0,5920,1880,40,7369.6,7840,1464,28880,0,28523.36,30344,9330,765,5525,14682.8,15620
102077301,"HEPARINA DE BAJO PESO MOLECULAR, CON ACTIVIDAD ANTI-Xa  2,500-4,000UI, solución, jeringa prellenada, S.C.           (jeringa x 40 ui)",3.47,359960,28734,14338,1398521.04,403032,148356,16180,4320,585930.32,168856,41062,33540,2880,268862.54,77482,158350,22830,11570,668842.5,192750,28,1440,0,5093.96,1468
102077501,"CEFEPIME 1g, polvo liofilizado, I.V.",0.84,175210,8720,12020,164598,195950,101680,4140,500,89308.8,106320,229880,24020,2600,215460,256500,13170,1039,0,11935.56,14209,97100,9520,5460,94147.2,112080
102077801,"FACTOR ESTIMULANTE DE COLONIAS DE GRANULOCITOS (G-CSF): FILGRASTIM 300mcg, solución, S.C., I.V. ",14,10136,1392,0,161392,11528,4036,1392,0,75992,5428,3798,1392,0,72660,5190,141646,22780,18310,2558304,182736,2000,684,0,37576,2684
102077901,"MEROPENEM 1g, polvo liofilizado, I.V.",3.11,157860,26035,24250,647330.95,208145,117608,19600,13700,469323.88,150908,86988,18410,13370,369368.48,118768,235820,13330,18070,831054.2,267220,84962,12050,7460,324907.92,104472
102078001,"PIPERACILINA 4g con TAZOBACTAM 500mg, polvo liofilizado, I.V.",1.78,125540,30000,33840,337096.4,189380,152140,15750,7320,311873.8,175210,354770,21890,19970,706001.4,396630,820,0,0,1459.6,820,113780,3770,5960,219847.8,123510
